PTS,Age,MP,FG,3P,3PA,eFG%,ORB,TOV,PF,TS%,weight
386.0,21.0,1131.0,146.0,31.0,127.0,0.467,35.0,76.0,135.0,0.498,214.0
508.0,26.0,982.0,195.0,8.0,31.0,0.45,101.0,66.0,148.0,0.507,255.0
774.0,23.0,2042.0,295.0,82.0,214.0,0.531,77.0,57.0,136.0,0.5589999999999999,210.0
538.0,27.0,958.0,238.0,4.0,11.0,0.5710000000000001,66.0,64.0,56.0,0.588,245.0
2112.0,29.0,2982.0,743.0,167.0,415.0,0.503,145.0,198.0,224.0,0.561,240.0
10.0,28.0,38.0,4.0,2.0,7.0,0.385,1.0,4.0,5.0,0.385,161.0
480.0,26.0,1743.0,172.0,96.0,241.0,0.493,33.0,55.0,153.0,0.512,228.0
14.0,24.0,55.0,5.0,4.0,6.0,0.583,2.0,3.0,3.0,0.509,230.0
433.0,22.0,1064.0,155.0,62.0,170.0,0.49700000000000005,9.0,45.0,119.0,0.529,206.0
692.0,28.0,1267.0,255.0,69.0,193.0,0.541,25.0,69.0,111.0,0.579,188.0
362.0,24.0,970.0,162.0,5.0,18.0,0.45799999999999996,68.0,43.0,126.0,0.47700000000000004,235.0
638.0,30.0,2098.0,233.0,100.0,238.0,0.581,54.0,80.0,190.0,0.602,225.0
1668.0,24.0,2455.0,602.0,239.0,545.0,0.555,27.0,149.0,122.0,0.591,215.0
465.0,24.0,1041.0,195.0,13.0,53.0,0.53,77.0,54.0,115.0,0.5670000000000001,220.0
36.0,23.0,143.0,13.0,5.0,21.0,0.316,11.0,10.0,6.0,0.35200000000000004,206.0
29.0,32.0,121.0,9.0,5.0,25.0,0.28,3.0,9.0,13.0,0.32299999999999995,190.0
568.0,26.0,1727.0,204.0,115.0,323.0,0.49200000000000005,67.0,83.0,182.0,0.509,185.0
273.0,37.0,862.0,101.0,48.0,125.0,0.461,9.0,55.0,95.0,0.48100000000000004,189.0
183.0,24.0,376.0,70.0,0.0,1.0,0.47600000000000003,39.0,21.0,32.0,0.5329999999999999,237.0
977.0,29.0,2644.0,331.0,189.0,525.0,0.498,27.0,78.0,179.0,0.532,220.0
1325.0,20.0,2048.0,484.0,109.0,279.0,0.503,34.0,191.0,146.0,0.5529999999999999,193.0
500.0,31.0,1273.0,187.0,79.0,184.0,0.569,14.0,75.0,58.0,0.594,200.0
909.0,30.0,2371.0,354.0,91.0,238.0,0.5,23.0,82.0,142.0,0.531,210.0
93.0,25.0,179.0,40.0,4.0,27.0,0.442,2.0,14.0,7.0,0.46399999999999997,203.0
256.0,25.0,830.0,92.0,59.0,115.0,0.633,12.0,26.0,63.0,0.639,225.0
327.0,26.0,845.0,122.0,44.0,109.0,0.498,25.0,23.0,90.0,0.526,225.0
192.0,25.0,571.0,78.0,12.0,24.0,0.442,12.0,34.0,48.0,0.46799999999999997,220.0
1057.0,23.0,2033.0,394.0,67.0,192.0,0.52,85.0,97.0,128.0,0.5670000000000001,230.0
172.0,28.0,370.0,77.0,0.0,1.0,0.575,53.0,21.0,49.0,0.574,270.0
265.0,20.0,1197.0,93.0,0.0,0.0,0.503,142.0,71.0,203.0,0.541,255.0
705.0,23.0,2134.0,239.0,40.0,105.0,0.506,136.0,62.0,97.0,0.574,236.0
1249.0,20.0,2530.0,481.0,138.0,343.0,0.479,54.0,128.0,153.0,0.507,207.0
21.0,21.0,57.0,8.0,0.0,0.0,0.364,6.0,1.0,5.0,0.39799999999999996,235.0
573.0,28.0,1353.0,211.0,40.0,127.0,0.457,59.0,55.0,58.0,0.503,220.0
511.0,23.0,1333.0,195.0,86.0,228.0,0.547,51.0,77.0,183.0,0.561,245.0
490.0,25.0,1283.0,173.0,61.0,176.0,0.496,55.0,72.0,100.0,0.528,225.0
1488.0,23.0,2868.0,559.0,223.0,535.0,0.5329999999999999,38.0,135.0,234.0,0.555,215.0
703.0,22.0,1821.0,264.0,1.0,7.0,0.424,178.0,145.0,230.0,0.48200000000000004,260.0
1594.0,29.0,2553.0,700.0,3.0,15.0,0.51,156.0,124.0,176.0,0.532,289.0
738.0,21.0,2204.0,271.0,66.0,190.0,0.44799999999999995,66.0,84.0,158.0,0.486,210.0
306.0,28.0,1134.0,114.0,0.0,3.0,0.473,132.0,70.0,128.0,0.534,270.0
295.0,22.0,633.0,104.0,38.0,111.0,0.49200000000000005,8.0,27.0,52.0,0.5379999999999999,185.0
832.0,26.0,2464.0,332.0,0.0,1.0,0.541,275.0,173.0,223.0,0.5579999999999999,255.0
327.0,22.0,847.0,125.0,47.0,112.0,0.606,46.0,39.0,113.0,0.631,245.0
503.0,26.0,984.0,178.0,83.0,211.0,0.537,18.0,44.0,103.0,0.569,225.0
535.0,34.0,1620.0,215.0,15.0,42.0,0.474,104.0,78.0,175.0,0.505,213.0
567.0,27.0,1564.0,226.0,29.0,84.0,0.518,139.0,88.0,144.0,0.536,228.0
58.0,24.0,290.0,21.0,7.0,19.0,0.521,13.0,14.0,33.0,0.528,209.0
541.0,25.0,1149.0,241.0,0.0,3.0,0.597,85.0,34.0,78.0,0.606,210.0
1210.0,25.0,2314.0,491.0,0.0,1.0,0.522,218.0,129.0,163.0,0.562,265.0
213.0,23.0,739.0,91.0,1.0,9.0,0.41600000000000004,48.0,44.0,88.0,0.44299999999999995,237.0
1098.0,24.0,2137.0,423.0,0.0,0.0,0.496,229.0,149.0,148.0,0.5489999999999999,265.0
2029.0,27.0,2578.0,698.0,186.0,481.0,0.573,45.0,250.0,137.0,0.634,240.0
1225.0,23.0,2552.0,475.0,111.0,320.0,0.483,93.0,135.0,168.0,0.516,194.0
811.0,23.0,1812.0,353.0,0.0,0.0,0.507,185.0,112.0,169.0,0.536,260.0
254.0,25.0,657.0,91.0,35.0,109.0,0.462,12.0,29.0,54.0,0.498,185.0
1421.0,24.0,2013.0,498.0,2.0,8.0,0.46799999999999997,185.0,254.0,241.0,0.545,270.0
1489.0,25.0,2424.0,540.0,118.0,334.0,0.48200000000000004,58.0,223.0,187.0,0.535,208.0
